2247,Married to the Mob (1988),Comedy,An undercover FBI agent falls in love with a recently widowed mafia wife who is trying to restart her life following her husband's murder while being pursued by a libidinous mafia kingpin seeking to claim her for himself.
2248,Say Anything... (1989),Comedy|Drama|Romance,High school senior Lloyd Dobler wants nothing more than to go out with beautiful and intelligent Diane Court. Lloyd attempts to win her heart over the objections of her over-protective father before Diane leaves for a scholarship in England.
2249,My Blue Heaven (1990),Comedy,The mobster Vincent 'Vinnie' Antonelli is under the witness protection program and the FBI agent Barney Coopersmith is assigned to take Vinnie and his wife Linda to a house in the suburbs. However their wives leave Vinnie and Barney and the agent gets closer to the gangster and befriends him. Vinnie is a bon vivant and a crook and does not keep the necessary low profile. The District Attorney Hannah Stubbs arrests him but Barney releases him from jail since he needs to testify against the Mafia. Soon Barney falls in love with Stubbs but Vinnie gets into many troubles calling the attention of two hitmen from the Mafia. The police officer Crystal Rybak protects him and they also falls in love with each other. In the end the good-hearted Vinnie becomes a prominent personality in the suburbs.
2250,Men Don't Leave (1990),Drama,A mother of two sons finds life considerably difficult on her own after the death of her beloved husband. Due to debt she must move them to Baltimore and deal with the hardships and all that comes with the city life.
2252,Hero (1992),Comedy|Drama,A defense officer Nameless was summoned by the King of Qin regarding his success of terminating three warriors.
2253,Toys (1992),Comedy|Fantasy,An eccentric toymaker's last wish is that his brother takes over the running of the business. The brother is a military General and is out of touch with toymaking and out of touch with reality too. The business should really have been given to Leslie who was much more like his toymaking father. When the General starts making weapons instead of toys Leslie decides to take action.
2254,Choices (1981),Drama,Partially deaf teenager Carafotes becomes alienated when prevented from playing football because of his handicap. He must deal with his parents coach teammates his new girlfried and a bad crowd he almost falls into before confronting the school board.
2255,Young Doctors in Love (1982),Comedy,An 'Airplane'-style spoof of hospital soap operas: a brilliant young trainee can't stand the sight of blood; a doctor romances the head nurse in order to get the key to the drugs cabinet; there's a mafioso on the loose disguised as a woman - in other words all the usual ingredients present and correct though in this case the laughs are intentional.
2256,Parasite (1982),Horror|Sci-Fi,Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion Patricia Welles must find a way to destroy it while also trying to avoid Ricus his rednecks and an evil government agent named Merchant.
2257,No Small Affair (1984),Comedy|Romance,The 16 years old amateur photographer Charles accidentally takes a photo of Laura - and falls in love with her when he develops the picture. He finds out that she works as singer in a bar but is about to be thrown out. Although rejected at first by the 23 years old he wants to help her and starts an ad campaign behind her back... with unexpected results.
2259,Blame It on Rio (1984),Comedy|Romance,Michael Caine plays Matthew Hollis; a man on holiday in Rio with his best friend Victor Lyons (Joseph Bologna). Both men have teenage daughters with them. When Caine falls for Victor's daughter Jennifer (played by Michelle Johnson) they embark on a secret if slightly one-sided relationship. Victor is furious when he finds out about the 'older man' in his daughter's life and sets out to hunt him down with the aid of Matthew!
2260,Wisdom (1986),Crime|Drama,Unable to find work after a past felony graduate John Wisdom and his girlfriend (Moore) embark on a cross-country bank-robbing spree in order to aid American farmers (Just call him Robin Hood).
2261,One Crazy Summer (1986),Comedy,With a name like Hoops McCann he's bound to get that basketball scholarship after high school right? Wrong! What Hoops really wants to do is write and illustrate a love story. To help him find his way his friend George invites Hoops to come with him and his sister to spend the summer on Nantucket. The friends Crazy Summer begins when they pickup Cassandra on the way--she's being chased by a motorcycle gang. From here on in it only gets crazier. Once on the island Hoops and George along with George's island friends the Stork twins and Ack-Ack (son of a marine) must help Cassandra save her grandfather's house from the greedy Beckersted Family. Along the way Hoops must find a way to write his cartoon love story - and maybe a real one of his own.
2262,About Last Night... (1986),Comedy|Drama|Romance,Danny and Bernie are two single men living their lives on the wild side. But when Danny meets Debbie at a bar and the two start a relationship with a one night stand Danny's life takes a different turn. How does this passionate night become a full affair and what effect will this relationship have on both people and their friendship with their best mates ?
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,In Haiti the sea and the life-form die; in the Middle East a town is frozen. These are signs of the Apocalypse and the Vatican is investigating but Father Lucci advises that these omens are hoax or technologically explained. In California the housewife Abby Quinn is pregnant and the delivery is scheduled to February 29 in a leap year. Her husband the lawyer Russell Quinn is defending a weird case of the teenager Jimmy Szaragosa that killed his parents telling that he was following the Word of God. Meanwhile Abby rents a garage apartment to the mysterious David Bannon. The hopeless Abby has strange nightmares and soon she finds that around the world there are signs of the Apocalypse in accordance with the Book of Revelation. She learns also that David Bannon is Jesus that has returned; Father Lucci is the Pilate's porter Cartaphilus that was doomed to wander on Earth for the eternity; and she is a woman that tried to help Jesus. Further she is the Seventh Sign and the Apocalypse will happen when her baby is stillborn. What can she do to save her unborn son and mankind?
2264,We're No Angels (1989),Comedy|Crime,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.
2265,Nothing But Trouble (1991),Adventure|Comedy,A financier [Chevy Chase] meets a spurned lover [Demi Moore] and agrees to take her to a business meeting. On the way there they run a stop sign in a tiny town in the middle of nowhere. They are arrested and taken to the local court. But all is not as it seems: the courthouse and the "prison" are a maze of zany booby- traps and deadly contraptions. The antics of the captured couple as they try to escape from the mad judge and his bizarre family make up the rest of this unusual film.
2266,"Butcher's Wife, The (1991)",Comedy|Romance,A clairvoyant thinks she's met her husband to be because she's seen him in her dreams. They marry quickly and return to the husband's ("the butcher") home in the city. She has a big ...
2267,Mortal Thoughts (1991),Mystery|Thriller,The hairdresser wife and mother Cynthia Kellogg is in police department being interrogated by the experienced detective John Woods and his partner Detective Linda Nealon. Through flashbacks she reveals how her best friend and colleague Joyce Urbanski married the scum and nasty James Urbanski; how hard Joyce's life with James was; and why Joyce became a criminal. The smart detective finds some contradictions in her statement and presses Cynthia trying to disclose the truth of two murders.
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,In this dramatic courtroom thriller LT Daniel Kaffee a Navy lawyer who has never seen the inside of the courtroom defends two stubborn Marines who have been accused of murdering a colleague. Kaffee is known as being lazy and had arranged for a plea bargain. Downey's Aunt Ginny appoints Cmdr. Galloway to represent him. Also on the legal staff is LTJG Sam Weinberg. The team rounds up many facts and Kaffee is discovering that he is really cut out for trial work. The defense is originally based upon the fact that PFC Santiago the victim was given a "CODE RED". Santiago was basically a screw-up. At Gitmo screw-ups aren't tolerated. Especially by Col. Nathan Jessup. In Cuba Jessup and two senior officers try to give all the help they can but Kaffee knows something's fishy. In the conclusion of the film the fireworks are set off by a confrontation between Jessup and Kaffee.
2269,Indecent Proposal (1993),Drama|Romance,A young couple very much in love are married and have started their respective careers she as a real estate broker he as an architect. She finds the perfect spot to build his dream house and they get loans to finance it. When the recession hits they stand to lose everything they own so they go to Vegas to have one shot at winning the money they need. After losing at the tables they are approached by a millionaire who offers them a million dollars for a night with the wife. Though the couple agrees that this is a way out of their financial dilemma it threatens to destroy their relationship.
2271,Permanent Midnight (1998),Drama,N/A
2272,One True Thing (1998),Drama,When a tough New Yorker's mother is stricken with a serious illness she is forced to quit her job and her relationship with her boyfriend to take care of her finding out a lot of things she didn't know about her mother and father and her life along the way.
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,Cultures clash and tempers flares as the two cops named Detective Inspector Lee a Hong Kong Detective and Detective James Carter FBI a big-mouthed work-alone Los Angeles cop who are from different worlds discovers one thing in common: they can't stand each other. With time running out they must join forces to catch the criminals and save the eleven-year-old Chinese girl of the Chinese consul named Soo Yung.
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,In the post-apocalyptic world of 1960s Nevada a rock 'n' roll samurai takes a young boy under his protection.
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,This fictionalized story based on the family life of writer James Jones is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis a former war hero and now successful author who obviously drinks too much and is starting to experience health problems. Living in France with his wife daughter and an adopted son the family travels an unconventional road that leaves all of them as outsiders to others. Preaching a sexual freedom his daughter's sexual acceptance begins at an early age and betrays her when the family moves to Hanover in America. Her sexuality is definitely not the normal for American teens and gives her a bad reputation and outcasts her. Meanwhile her brooding brother struggles with his own inner turmoils about his early desertion in life. Only within the tight knit confines of his family is he comfortable to even speak.
2278,Ronin (1998),Action|Crime|Thriller,Ronin is the Japanese word used for Samurai without a master. In this case the Ronin are outcast specialists of every kind whose services are available to everyone - for money. Dierdre (undoubtedly from Ireland) hires several Ronin to form a team in order to retrieve an important suitcase from a man who is about to sell it to the Russians. After the mission has been completed successfully the suitcase immediately gets switched by a member of the team who seems to work into his own pocket. The complex net of everyone tricking everyone begins to surface slowly and deadly...
2279,Urban Legend (1998),Horror|Thriller,Urban Legend tells the story of a group of pretty college students at a remote New England university. The focus of the story is Natalie a beautiful academically-gifted student at the fictional Pendleton University. Natalie and her friends are all involved in the Folklore class being taught by Professor Wexler. Wexler regales his class with urban legends which include Pendleton's own urban legend about a Psych professor who murdered six students at Stanley Hall 25 years ago. Natalie is the first one to suspect there's a killer on campus especially after she has ties to all of the victims. No one including her friends Wexler Dean Adams and security guard of course believes her until it's too late. Now she finds that she and her friends are part of the killer's ultimate urban legend.
2280,Clay Pigeons (1998),Crime,Clay (as in the title) is a young man in a small town who witnesses his friend kill himself because of the ongoing affair that Clay was having with the man's wife. Feeling guilty Clay now resists the widow when she presses him to continue with their sexual affairs. Clay befriends a troubling serial killer.
2282,Pecker (1998),Comedy|Drama,A talented young photographer who enjoys snapping photos of his satirical perverted Baltimore neighborhood and his wacky family gets dragged into a world of pretentious artists from New York City and finds newfound fame.
2283,"Sheltering Sky, The (1990)",Drama,The American artist couple Port and Kit Moresby travel aimlessly through Africa searching for new experiences that could give sense to their relationship. But the flight to distant regions only leads both deeper into despair.
2284,Bandit Queen (1994),Drama,The movie tells the story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994. During five years she was prosecuted by the Indian police and turned into a legend (like a modern Robin Hood) by the Indian press. Although the press tended to make her the optimal hero with blue eyes dark hair being tall and beautiful she was in reality an average Indian which makes it hard for the movie to fulfill the expectations of the audience and tell the truth at the same time. Later in her lifeShe entered into the politics and was assassinated in 2001.
2285,If.... (1968),Drama,In an indictment of the British public school system we follow Mick and his mostly younger friends through a series of indignities and occasionally abuse as any fond feelings toward these schools are destroyed. When Mick and his friends rebel violently the catch phrase "which side would you be on" becomes quite stark.
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,Fu Manchu's 168th birthday celebration is dampened when a hapless flunky spills Fu's age-regressing elixir vitae. Fu sends his lackeys to round up ingredients for a new batch of elixir ...
2287,Them! (1954),Horror|Sci-Fi|Thriller,The earliest atomic tests in New Mexico cause common ants to mutate into giant man-eating monsters that threaten civilization.
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,A US research station Antarctica early-winter 1982. The base is suddenly buzzed and attacked by a helicopter from the nearby Norwegian research station. They appeared to be trying to kill one of the dogs from the US base. Having dealt with the threat the members of the US team fly to the Norwegian base only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms including humans and can spread like a virus. This means that anyone at the base could be inhabited by The Thing and tensions escalate.
2289,"Player, The (1992)",Comedy|Crime|Drama,Most people would see it as a bonus to be sent a few days to the Côte d'Azur to solve a smaller routine case but for the righteous extremely self-controlled and dull lawyer Michael Helge ...
2290,Stardust Memories (1980),Comedy|Drama,While attending a retrospective of his work a filmmaker recalls his life and his loves: the inspirations for his films.
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,A gentle man with scissors for hands is brought into a new community after living in isolation.
2292,Overnight Delivery (1998),Comedy|Romance,A man suspects his girlfriend of being unfaithful. So he sends her a letter but than finds out that he was wrong. He has 24 hours to stop the package prevent a disaster and fall in love....
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.
2295,"Impostors, The (1998)",Comedy,Three people try to steal an artifact.
2296,"Night at the Roxbury, A (1998)",Comedy,The Roxbury Guys Steve and Doug Butabi want to get into the best club in town and also hope to open their own club. Vivica a gold-digging supermodel and her friend Cambi try to work the Roxbury Guys for their money only to find out the pair is broke.
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,After Chris Nielsen dies in a car accident he is guided through the afterlife by his spirit guide Albert. His new world is beautiful and can be whatever Chris imagines. Even his children are there. But when his wife Annie commits suicide and is sent to hell Chris ignores Albert's warnings and journeys there to save her. Upon arrival Chris finds that rescuing Annie will be more difficult than he'd imagined.
2300,"Producers, The (1968)",Comedy,Down-on-his-luck theatrical producer Max Bialystock is forced to romance rich old ladies to finance his efforts. When timid accountant Leo Bloom reviews Max's accounting books the two hit upon a way to make a fortune by producing a sure-fire flop. The play which is to be their gold mine? "Springtime for Hitler."
2301,History of the World: Part I (1981),Comedy|Musical,N/A
2302,My Cousin Vinny (1992),Comedy,Bill Gambini and Stanley Rothenstein are two friends from New York University who just received scholarships to UCLA. They decide to drive through the South. Once they arrive in Alabama they stop at a local convenience store to pick up a few snacks. But no sooner than they leave the store they are arrested. They had thought that they were arrested for shoplifting but they were arrested for murder and robbery. Worse they are facing execution for this crime. Bill and Stan do not have enough money for a lawyer so the good news is that Bill has a lawyer in his family his cousin Vincent Laguardia Gambini. The bad news is that Vinny is an inexperienced lawyer who has not been at a trial. So Vinny has to defend his clients and battle an uncompromising judge some tough locals and even his fiancée Mona Lisa Vito who just does not know when to shut up to prove his clients' innocence. But he will soon realize that he is going to need help.
2303,Nashville (1975),Drama|Musical,Set against the backdrop of the Nashville music scene the new drama revolves around a 40-year-old superstar Rayna Jaymes whose star begins fading. She is forced to team up with Juliette Barnes on tour in order to maintain her label's support for her latest record whose sales have been underwhelming.
2304,Love Is the Devil (1998),Drama,In the 1960s British painter Francis Bacon (1909-1992) surprises a burglar and invites him to share his bed. The burglar a working class man named George Dyer 30 years Bacon's junior accepts. Bacon finds Dyer's amorality and innocence attractive introducing him to his Soho pals. In their sex life Dyer dominates Bacon is the masochist. Dyer's bouts with depression his drinking and pill popping and his satanic nightmares strain the relationship as does his pain with Bacon's casual infidelities. Bacon paints talks with wit and as Dyer spins out of control begins to find him tiresome. Could Bacon care less?
2305,Slam (1998),Drama,Slam tells the story of Ray Joshua an original gifted young MC trapped in a war-zone housing project known as Dodge City. Unable to find a job Ray copes with the despair and poverty of ...
2306,Holy Man (1998),Comedy,Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience and takes America by storm.
2307,One Tough Cop (1998),Action|Crime,A detective tries to remain loyal to his partner and his best friend - a mobster.
2310,"Mighty, The (1998)",Drama,A self-centered lawyer is sentenced to community service coaching a rag tag youth hockey team.
2311,2010: The Year We Make Contact (1984),Sci-Fi,N/A
2312,Children of a Lesser God (1986),Drama,James is a new speech teacher at a school for the deaf. He falls for Sarah a pupil who decided to stay on at the school rather than venture into the big bad world. She shuns him at first ...
2313,"Elephant Man, The (1980)",Drama,John Merrick (whose real name was Joseph as this is based on a true story) is an intelligent and friendly man but he is hated by his Victorian-era English society because he is severely deformed. Once he is discovered by a doctor however he is saved from his life in a freak show and he is treated like the human being that he really is.
2314,Beloved (1998),Drama,Based on the book by Toni Morrison in which a slave is visited by the spirit of her deceased daughter.
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,Chucky the doll possessed by a serial killer discovers the perfect mate to kill and revive into the body of another doll.
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,The wry comic romantic tale follows the Owens sisters Sally and Gillian as they struggle to use their hereditary gift for practical magic to overcome the obstacles in discovering true love.
2318,Happiness (1998),Comedy|Drama,A woman breaks up with her boyfriend he thinks it's because he's fat. A man is unable to tell her next door neighbor he finds her sexually attractive. An old couple wants to split up but they don't want to get a divorce. A therapist masturbates to teen magazines. An 11 year old kid is insecure about the fact that he hasn't cum yet. Office workers try to recall the face of a coworker who recently died. A woman is sure she has everything she could ever want. The lives of these individuals intertwine as they go about their lives in their own unique ways engaging in acts society as a whole might find disturbing in a desperate search for human connection.
2320,Apt Pupil (1998),Drama|Thriller,Neighborhood boy Todd Bowden (Renfro) discovers that an old man living on his block named Arthur Denker (Mackellan) is Nazi war criminal. Bowden confronts Denker and offers him a deal: Bowden will not go to the authorities if Denker tells him stories of the concentration camps in WWII. Denker agrees and Bowden starts visiting him regularly. The more stories Bowden hears the more it affects his personality.
2321,Pleasantville (1998),Comedy|Drama|Fantasy,Two 1990s teenage siblings find themselves in a 1950s sitcom where their influence begins to profoundly change that complacent world.
2322,Soldier (1998),Action|Sci-Fi|War,A soldier is dumped on a waste disposal planet and lives among a community of crash survivors on the planet and takes it upon himself to defend his new home when genetic engineered soldiers are ordered to eliminate the crash survivors.
2323,"Cruise, The (1998)",Documentary,Annie Porter the woman who was held on a bus with a bomb attached to it that will go off if it slows down. She dated the cop who saved her but broke up with him because he was constantly putting his life in danger. She would then date a guy named Alex who is also a cop but told her that he does a mundane assignment. But she eventually learns that he works for the same unit that the other guy worked for and is also addicted to danger. She wants to break up with but he surprises her with a cruise. She agrees to go. And he's planning to propose to her. But when he notices another passenger act peculiar he can't help but try to find out what's up with him. He's Geiger a computer man who designed the ship's systems who was fired. He then takes over the ship's systems and sets it on a course that will send it into a tanker. Alex tries to stop him.
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,In 1930s Italy a carefree Jewish book keeper named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank.
2325,Orgazmo (1997),Comedy,Joe Young was a simple young man trying to spread the word of the Book of Mormon when he picked the wrong house to preach at! The owner a porn director named Maxxx Orbison tells his henchmen to kill the guy at the door who interrupted their scene but Joe fights off the guards with great skill which impresses Maxxx so much that he offers Joe the lead role in the movie he's making at the moment: Orgazmo which is about a sex superhero who fights crime with his Orgazmorator and ChodaBoy his sidekick. Joe against his beliefs takes the job so that he can pay for the wedding he plans for himself and his fiancée whom he doesn't tell about his risqué new acting job. However when the movie becomes an amazing hit just about everywhere and he finds out that Ben (ChodaBoy) has created a real Orgazmorator Joe is in some serious hot water!
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,Each episode of this TV series depicts a short strange tale...with a twist! With eerie stories vaguely reminiscent of 'The Twilight Zone' viewers learn to appreciate that things are often not as they seem. The usual plot formula is comprised of an initial normal mundane situation that gradually begins to get off-kilter with suspense building up to the final chilling surprise conclusion.
2328,Vampires (1998),Horror|Western,The church has long known that vampires exist. However it is discovered that a group of vampires are searching for a powerful doom for mankind. The Vatican then secretly enlists a team of vampire-hunters led by Jack Crow to hunt down and destroy the vampires before they find the crucifix.
2329,American History X (1998),Crime|Drama,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
2330,Hands on a Hard Body (1996),Comedy|Documentary,Twenty-four contestants compete in an endurance/sleep deprivation contest in order to win a brand new Nissan Hardbody truck. The last person to remain standing with his or her hand on the ...
2331,Living Out Loud (1998),Comedy|Drama|Romance,Judith Nelson quit her medical studies to marry. Years later her husband a physician divorces her to be with another doctor. Deeply frustrated she now lives alone in her luxury ...
2333,Gods and Monsters (1998),Drama,The story of James Whale the director of Frankenstein (1931) and The Bride of Frankenstein (1935) in the time period following the Korean War. Whale is homosexual and develops a friendship with his gardener an ex-Marine.
2334,"Siege, The (1998)",Action|Thriller,N/A
2335,"Waterboy, The (1998)",Comedy,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
2336,Elizabeth (1998),Drama,This film details the ascension to the throne and the early reign of Queen Elizabeth the First as played by Cate Blanchett. The main focus is the endless attempts by her council to marry her off the Catholic hatred of her and her romance with Lord Robert Dudley.
2337,Velvet Goldmine (1998),Drama,In 1984 British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,The murderous fisherman with a hook is back to once again stalk the two surviving teens Julie and Ray who left him for dead as well as cause even more murder and mayhem this time at a posh island resort.
2339,I'll Be Home For Christmas (1998),Comedy|Romance,A college student experiences difficulty in getting home for Christmas after being hazed by his friends. While struggling to get home in time for Christmas he learns quite a bit about ...
2340,Meet Joe Black (1998),Romance,Death who takes the form of a young man asks a media mogul to act as a guide to teach him about life on Earth and in the process he falls in love with his guide's daughter.
2342,Hard Core Logo (1996),Comedy|Drama,Bruce Macdonald follows punk bank Hard Core Logo on a harrowing last-gasp reunion tour throughout Western Canada. As magnetic lead-singer Joe Dick holds the whole magilla together through sheer force of will all the tensions and pitfalls of life on the road come bubbling to the surface.
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,A hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.
2345,Desert Bloom (1986),Drama,The story involves Rose Chismore's youth. She flashes back and remembers her coming-of-age. Her recollections are sometimes less than sweet particularly those of her troubled and alcoholic step-father. Her memories of Robin her first-love are much happier and she also recalls her colorful Aunt Starr -- who's visit is fun but also detrimental to her family's health. The setting of 1950s Las Vegas' bomb testing is increasingly significant to the development of the story.
2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,Joanna Eberhart a wildly succesful president of a TV Network after a series of shocking events suffers a nervous breakdown and is moved by her milquetoast of a husband Walter from Manhattan to the chic upper-class and very modern planned community of Stepford Connecticut. Once there she makes good friends with the ascerbic Bobbie Markowitz a jewish writer who's also a recovering alcoholic. Together they find out much to their growing stupor and-then horror that all the housewives in town are strangely blissful and somehow... doomed. What is going on behind the closed doors of the Stepford Men's Association and the Stepford Day Spa? Why is everything perfect here? Will it be too late for Joanna and Bobbie when they finally find out?
2347,"Pope of Greenwich Village, The (1984)",Drama,Charlie and his troublesome cousin Paulie decide to steal $150000 in order to back a "sure thing" race horse that Paulie has inside information on. The aftermath of the robbery gets them ...
2348,Sid and Nancy (1986),Drama,Morbid biographical story of Sid Vicious bassist with British punk group the Sex Pistols and his girlfriend Nancy Spungen. When the Sex Pistols break up after their fateful US tour ...
2349,Mona Lisa (1986),Comedy|Thriller,George after getting out of prison begins looking for a job but his time in prison has reduced his stature in the criminal underworld. The only job he can find is to be a driver for Simone a beautiful high-priced call girl with whom he forms an at first grudging and then real affection. Only Simone's playing a dangerous game and when George agrees to help her they both end up in a huge amount of trouble with Mortwell the local kingpin.
2350,Heart Condition (1990),Comedy,A racist cop receives a heart transplant from a black lawyer he hates who returns as a ghost to ask the cop to help take down the men who murdered him.
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,Rome 1957. A woman Cabiria is robbed and left to drown by her boyfriend Giorgio. Rescued she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment things may not be what they seem.
2352,"Big Chill, The (1983)",Comedy|Drama,A group of seven former college friends gather for a weekend reunion at a South Carolina winter house after the funeral of one of their friends.
2353,Enemy of the State (1998),Action|Thriller,Robert dean is a mild-mannered lawyer who works in Washington D.C. He is on the trail of a kingpin named Pintero. Meanwhile a politician named Thomas Reynolds is negotiating with Congressman Phillip Hammersley about a new surveillance system with satellites. But Hammersley declines that is when Reynolds had Hammersley killed but this murder was caught on tape and this person was being chased by Reynolds' team of NSA agents the guy must ditch the tape so he plants it on Dean (unbeknownst to Dean). Then the NSA decides to get into Dean's life. That is when Dean's life began to fall apart all around him with his wife and job both gone. Dean wants to find out what is going on. Then he meets a man named "Brill" who tells him that Dean has something that the government wants. That is when Dean and Brill formulate a plan to get Dean's life back and turn the Tables on Reynolds.
2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy,Tommy faces responsiblity when Dil his new baby brother is born. As with all newborns the child becomes a bane to Tommy and the rest of his gang. Even Phil and Lil don't like them. So they decide to return Dil to where he came from the hospital. But they get lost along the way REALLY lost and get into even more trouble with a circus. Can they find their way home and can Tommy and Dil just get along?
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,At an annually pace a huge colony of ants is forced to collect every piece of food that grows on their island for a group of menacing grasshoppers. But that all changes when a misfit inventor ant named Flik accidentally knocks over the offering pile thus forcing the grasshoppers' devious leader Hopper to force the ants to redo their gathering of food. Despite the fact that his friends don't believe him and desperate to help save the colony Flik volunteers to go out into the world and search for a group of 'warrior' bugs. Instead what he got was a talented group of circus performers. But when the grasshoppers return and take control of the island Flik must prove himself a true hero before it's too late.
2356,Celebrity (1998),Comedy,Lee Simon unsuccessful journalist and wanna-be novelist tries to get a foot into the door with celebrities. After divorcing his wife Robin Lee gets to meet a lot folks of the rich and / or beautiful partly through journalism partly because he has a script to offer. But life among those from out-of-this-world is hard and his putative success always results in defeat. Meanwhile Robin meets a very desirable TV-producer and takes the first steps in the world of celebrities herself.
2357,Central Station (Central do Brasil) (1998),Drama,Dora a dour old woman works at a Rio de Janeiro central station writing letters for customers and mailing them. She hates customers and calls them 'trash'. Josue is a 9-year-old boy who never met his father. His mother is sending letters to his father through Dora. When she dies in a car accident Dora takes Josue and takes a trip with him to find his father.
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,The lucky winner of the national lottery is Ned Devine so taken by his good fortune that he now can't be waked because he died from the shock of it! News of the win spread quickly in the scenic little Irish village of Tully More but not the secret news of Ned's demise. With lottery officials closing in to confirm the prize claimed by the deceased Devine Ned's closest friends scheme to keep the prize money close to home in memory of Ned of course! But as the plot twists humorously they learn it is hard is to keep such a secret in a small town.
2360,"Celebration, The (Festen) (1998)",Drama,N/A
2361,Pink Flamingos (1972),Comedy,Sleaze queen Divine lives in a caravan with her mad hippie son Crackers and her 250-pound mother Mama Edie trying to rest quietly on their laurels as 'the filthiest people alive'. But competition is brewing in the form of Connie and Raymond Marble who sell heroin to schoolchildren and kidnap and impregnate female hitchhikers selling the babies to lesbian couples. Finally they challenge Divine directly and battle commences...
2362,Glen or Glenda (1953),Drama,A psychiatrist tells two stories: one of a transvestite (Glen or Glenda) the other of a pseudohermaphrodite (Alan or Anne).
2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,In 1999 the Janjira nuclear plant was mysteriously destroyed with most hands lost including supervisor Joe Brody's colleague and wife Sandra. Years later Joe's son Ford a US Navy ordnance disposal officer must go to Japan to help his estranged father who obsessively searches for the truth of the incident. In doing so father and son discover the disaster's secret cause on the wreck's very grounds. This enables them to witness the reawakening of a terrible threat to all of Humanity which is made all the worse with a second secret revival elsewhere. Against this cataclysm the only hope for the world may be Godzilla but the challenge for the King of the Monsters will be great even as Humanity struggles to understand the destructive ally they have.
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,A reporter investigates the disappearance of a ship. He finds the ship and discovers that all the hands have been killed by a giant sea louse except for one. The lone survivor then tells the reporter that the ship was attacked by Godzilla (Gojira). Fearing a panic the Japanese government then takes the survivor into custody to keep him from revealing that Godzilla has returned. However a Soviet nuclear submarine is destroyed and the situation puts them and the United States on the brink of nuclear war until the Japanese decide to come clean and admit that it was Godzilla. Soon the Japan and the rest of the world are on red alert as they wait for Godzilla to begin his rampage anew.
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,A pharmaceutical company captures King Kong and brings him to Japan where he escapes from captivity and battles a recently released Godzilla.
